"authors","title","source","type","abstract","times_cited","PY","VL","IS","BP","EP","synergy","antag","additive","check"
"Malkinson, D; Tielborger, K","what does the stress-gradient hypothesis predict? resolving the discrepancies","OIKOS","Article","in recent years the importance of facilitative interactions in ecological communities is increasingly recognized. this phenomenon has been observed repeatedly, particularly in vegetation communities, in a wide range of environmental conditions. the current hypothesis predicts that the role of facilitation becomes increasingly important in conjunction with increasing stress. several empirical studies, however, failed to detect such patterns, particularly at the extreme ends of the stress gradients. herein, we present a conceptual model that may resolve discrepancies between expected and observed and provides a more precise framework of the existing hypotheses. by relaxing two common assumptions commonly used by the stress-gradient hypothesis (sgh) we are able to demonstrate that under some circumstances the importance of facilitation may be less at the extreme ends of these gradients. namely, we first re-emphasize the notion that physiological response is not linear with respect to environmental changes along stress gradients. second, it is argued that the net outcome of facilitative and competitive interactions is reflected in the fitness of individuals as a product of these two processes, in contrast to the commonly applied assumption of additivity. accordingly, a synthesis of the concepts of population biology (measures of fitness) and plant physiology (nonlinear responses) with the stress gradient hypothesis while retaining the original simplicity of the sgh model contributes to a better specification of the predictions of the stress-gradient hypothesis and the resolution of observed contradictions.",51,2010,119,"10","1546","1552",0,0,1,1
"Ayroles, JF; Hughes, KA; Rowe, KC; Reedy, MM; Rodriguez-Zas, SL; Drnevich, JM; Caceres, CE; Paige, KN","a genomewide assessment of inbreeding depression: gene number, function, and mode of action","CONSERVATION BIOLOGY","Article","although the genetic basis of inbreeding depression is still being debated, most fitness effects are thought to be the result of increased homozygosity for recessive or partially recessive deleterious alleles rather than the loss of overdominant genes. it is unknown how many loci are associated with inbreeding depression, the genes or gene pathways involved, or their mode of action. to uncover genes associated with variation in fitness following inbreeding, we generated a set of inbred lines of drosophila melanogaster for which only the third chromosome varied among lines and measured male competitive reproductive success among these lines to estimate inbreeding depression. male competitive reproductive success for different lines validated our prediction that equally inbred lines show variation in inbreeding depression. to begin to assess the molecular basis of inbreeding depression for male competitive reproductive success, we detected variation in whole-genome gene expression across these inbred lines with commercially available high-density oligonucleotide microarrays. a total of 567 genes were differentially expressed among these inbred lines, indicating that inbreeding directly or indirectly affects a large number of genes: genes that are disproportionately involved in metabolism, stress and defense responses. subsequently, we generated a set of outbred lines by crossing the highest inbreeding depression lines to each other and contrasted gene expression between parental inbred lines and f(1) hybrids with transcript abundance as a quantitative phenotype to determine the mode of action of the genes associated with inbreeding depression. although our results indicated that approximately 75% of all genes involved in inbreeding depression were additive, partially additive, or dominant, about 25% of all genes expressed patterns of overdominance. these results should be viewed with caution given that they may be confounded by issues of statistical inference or associative overdominance.",35,2009,23,"4","920","930",0,0,1,1
"Bluthgen, N; Dormann, CF; Prati, D; Klaus, VH; Kleinebecker, T; Holzel, N; Alt, F; Boch, S; Gockel, S; Hemp, A; Muller, J; Nieschulze, J; Renner, SC; Schoning, I; Schumacher, U; Socher, SA; Wells, K; Birkhofer, K; Buscot, F; Oelmann, Y; Rothenwohrer, C; Scherber, C; Tscharntke, T; Weiner, CN; Fischer, M; Kalko, EKV; Linsenmair, KE; Schulze, ED; Weisser, WW","a quantitative index of land-use intensity in grasslands: integrating mowing, grazing and fertilization","BASIC AND APPLIED ECOLOGY","Article","land use is increasingly recognized as a major driver of biodiversity and ecosystem functioning in many current research projects. in grasslands, land use is often classified by categorical descriptors such as pastures versus meadows or fertilized versus unfertilized sites. however, to account for the quantitative variation of multiple land-use types in heterogeneous landscapes, a quantitative, continuous index of land-use intensity (lui) is desirable. here we define such a compound, additive lui index for managed grasslands including meadows and pastures. the lui index summarizes the standardized intensity of three components of land use, namely fertilization, mowing, and livestock grazing at each site. we examined the performance of the lui index to predict selected response variables on up to 150 grassland sites in the biodiversity exploratories in three regions in germany(alb, hainich, schorlheide). we tested the average ellenberg nitrogen indicator values of the plant community, nitrogen and phosphorus concentration in the aboveground plant biomass, plant-available phosphorus concentration in the top soil, and soil c/n ratio, and the first principle component of these five response variables. the lui index significantly predicted the principal component of all five response variables, as well as some of the individual responses. moreover, vascular plant diversity decreased significantly with lui in two regions (alb and hainich). inter-annual changes in management practice were pronounced from 2006 to 2008, particularly due to variation in grazing intensity. this rendered the selection of the appropriate reference year(s) an important decision for analyses of land-use effects, whereas details in the standardization of the index were of minor importance. we also tested several alternative calculations of a lui index, but all are strongly linearly correlated to the proposed index. the proposed lui index reduces the complexity of agricultural practices to a single dimension and may serve as a baseline to test how different groups of organisms and processes respond to land use. in combination with more detailed analyses, this index may help to unravel whether and how land-use intensities, associated disturbance levels or other local or regional influences drive ecological processes.",52,2012,13,"3","207","220",0,0,1,1
"Benedick, S; Hill, JK; Mustaffa, N; Chey, VK; Maryati, M; Searle, JB; Schilthuizen, M; Hamer, KC","impacts of rain forest fragmentation on butterflies in northern borneo: species richness, turnover and the value of small fragments","JOURNAL OF APPLIED ECOLOGY","Article","1. widespread and rapid losses of tropical rain forests have made understanding the responses of species to rain forest fragmentation an area of major concern. in this study we examined the impacts of habitat fragmentation on the species richness and faunal composition of butterflies in tropical rain forests in sabah, borneo. we analysed patterns of both alpha- and beta-diversity to assess the relative importance of differences in patch size, isolation and vegetation structure on the diversity and similarity of species assemblages. we used additive partitioning to assess the relative contributions of intact forest and forest remnants to overall species richness at a landscape scale and we examined which traits of species best predicted their responses to fragmentation. 2. species richness and diversity in rain forest remnants was significantly positively related to remnant size and significantly negatively related to isolation, in keeping with theories of island biogeography. species assemblages at different sites were significantly nested, with those species most adversely affected by forest fragmentation having a narrow range of larval host-plants and, to a lesser extent, being large-bodied. no species endemic to borneo was recorded in forest remnants smaller than 4000 ha, but even the smallest remnant (120 ha) supported species with geographical distributions confined within sundaland (west malaysia and the islands of the sunda shelf). 3. although assemblages were significantly nested, they departed substantially from perfect nestedness, with some species recorded only or predominantly in small, relatively depauperate remnants. as a result there was substantial beta-diversity among sites, which was related to variation in both fragment size and vegetation structure. at the landscape scale, diversity within sites was less than that between sites, and the majority of the diversity between sites was related to variation in fragment size. 4. synthesis and applications. substantial diversity was added to the assemblage of butterflies in bornean rain forests by virtue of species differences among fragments, which were related mainly to differences in patch size and vegetation structure. the data reported indicate that, despite having lower species richness, relatively small and isolated remnants of rain forest make a substantial contribution to regional diversity. small isolated forest remnants are generally accorded low conservation status and given little protection, with the result that they often disappear over time because of continued anthropogenic disturbance. the results of this study indicate that the conservation value of small remnants of forest, in particular their contribution to environmental heterogeneity, should not be overlooked.",53,2006,43,"5","967","977",0,0,1,1
"Pertoldi, C; Sorensen, JG; David, JR; Loeschcke, V","lerner's theory on the genetic relationship between heterozygosity, genomic co-adaptation, and developmental instability revisited","EVOLUTIONARY ECOLOGY RESEARCH","Article","question: what is the genetic relationship between heterozygosity and developmental instability? methods: using a new method for the quantification of developmental instability, we compare homozygous strains of drosophila mereatorum (either parthenogenetic or highly inbred) and of their f1 progeny for the analysis of a symmetrical meristic trait (sternopleural bristle number). the method also implies the choice of samples in which the left-right correlation is close to zero. conclusions: in the parthenogenetic strain, developmental instability was seven times greater than in the f1 progeny. in the highly inbred strain, developmental instability was only 2.6 times greater than in the f1 progeny. the greater developmental instability in the parthenogenetic strain may be accounted for by the immediate fixation of a large number of deleterious alleles. in the inbred strain, on the other hand, progressive inbreeding is likely to have purged the genome of some of its genetic load and its most deleterious variants. the greater developmental instability in the parthenogenetic and inbred strains implies a non-linear relationship between heritability (h(2)) and additive genetic variance (sigma(2)(a)) (which are both related to evolutionary potential), which is discussed in an evolutionary context. a linear relationship between the sigma(2)(a) of a trait and its h(2) is expected if developmental instability is constant and independent of the sigma(2)(a) of that trait. if the relationship between the sigma(2)(a) of a trait and its developmental instability is negative, an increased sigma(2)(a), which is in the numerator of the h equation, will imply a reduced phenotypic variability (sigma(2)(p)), which is in the denominator of the heritability equation. consequently, the concomitant increase in sigma(2)(s) and reduction in sigma(2)(s) both contribute to an increase in sigma(2)(p) and therefore an increase in evolutionary potential.",15,2006,8,"8","1487","1498",0,0,1,1
"Hall, AR; Scanlan, PD; Morgan, AD; Buckling, A","host-parasite coevolutionary arms races give way to fluctuating selection","ECOLOGY LETTERS","Article","host-parasite coevolution is a key driver of biological diversity and parasite virulence, but its effects depend on the nature of coevolutionary dynamics over time. we used phenotypic data from coevolving populations of the bacterium pseudomonas fluorescens sbw25 and parasitic phage sbw25 phi 2, and genetic data from the phage tail fibre gene (implicated in infectivity evolution) to show that arms race dynamics, typical of short-term studies, decelerate over time. we attribute this effect to increasing costs of generalism for phages and bacteria with increasing infectivity and resistance. by contrast, fluctuating selection on individual host and parasite genotypes was maintained over time, becoming increasingly important for the phenotypic properties of parasite and host populations. given that costs of generalism are reported for many other systems, arms races may generally give way to fluctuating selection in antagonistically coevolving populations.",54,2011,14,"7","635","642",0,1,0,1
"Humair, B; Gonzalez, N; Mossialos, D; Reimmann, C; Haas, D","temperature-responsive sensing regulates biocontrol factor expression in pseudomonas fluorescens cha0","ISME JOURNAL","Article","in the plant-beneficial, root-colonizing strain pseudomonas fluorescens cha0, the gac/rsm signal transduction pathway positively regulates the synthesis of biocontrol factors (mostly antifungal secondary metabolites) and contributes to oxidative stress response via the stress sigma factor rpos. the backbone of this pathway consists of the gacs/gaca two-component system, which activates the expression of three small regulatory rnas (rsmx, rsmy, rsmz) and thereby counters translational repression exerted by the rsma and rsme proteins on target mrnas encoding biocontrol factors. we found that the expression of typical biocontrol factors, that is, antibiotic compounds and hydrogen cyanide (involving the phla and hcna genes), was significantly lower at 35 degrees c than at 30 degrees c. the expression of the rpos gene was affected in parallel. this temperature control depended on rets, a sensor kinase acting as an antagonist of the gacs/gaca system. an additional sensor kinase, lads, which activated the gacs/gaca system, apparently did not contribute to thermosensitivity. mutations in gacs or gaca were epistatic to (that is, they overruled) mutations in rets or lads for expression of the small rnas rsmxyz. these data are consistent with a model according to which rets-gacs and lads-gacs interactions shape the output of the gac/rsm pathway and the environmental temperature influences the rets-gacs interaction in p. fluorescens cha0. the isme journal (2009) 3, 955-965; doi: 10.1038/ismej.2009.42; published online 7 may 2009",26,2009,3,"8","955","965",0,1,0,1
"Gibbons, ME; George, MP","clutch identity and predator-induced hatching affect behavior and development in a leaf-breeding treefrog","OECOLOGIA","Article","for species with complex life cycles, transitions between life stages result in niche shifts that are often associated with evolutionary trade-offs. when conditions across life stages are unpredictable, plasticity in niche shift timing may be adaptive; however, factors associated with clutch identity (e.g., genetic or maternal) may influence the effects of such plasticity. the red-eyed treefrog (agalychnis callidryas) is an ideal organism for investigating the effects of genetics and life stage switch point timing because embryos exhibit adaptive phenotypic plasticity in hatching time. in this study, we evaluated the effects of experimentally manipulated hatching time and clutch identity on antipredator behavior of tadpoles and on developmental traits of metamorphs, including larval period, mass, svl, and jumping ability. we found that in the presence of dragonfly nymph predator cues at 21 days post-oviposition, tadpoles reduced both their activity level and height in the water column. furthermore, early-hatched tadpoles were less active than late-hatched tadpoles of the same age. this difference in behavior patterns of early- and late-hatched tadpoles may represent an adaptive response due to a longer period of susceptibility to odonate predators for early-hatched tadpoles, or it may be a carry-over effect mediated by early exposure to an environmental stressor (i.e., induction of early hatching). we also found that hatching time affected both behavioral traits and developmental traits, but its effect on developmental traits varied significantly among clutches. this study shows that a single early-life event may influence a suite of factors during subsequent life stages and that some of these effects appear to be dependent on clutch identity. this interaction may represent an evolutionary response to a complex life cycle and unpredictable environments, regardless of whether the clutch differences are due to additive genetic variance or maternal effects.",2,2013,171,"4","831","843",0,0,1,1
"Barker, JSF; Krebs, RA","genetic variation and plasticity of thorax length and wing length in drosophila aldrichi and d-buzzatii","JOURNAL OF EVOLUTIONARY BIOLOGY","Article","reaction norms across three temperatures of development were measured for thorax length, wing length and wing length/thorax length ratio for ten isofemale lines from each of two populations of drosophila aldrichi and d. buzzatii. means for thorax and wing length in both species were larger at 24 degrees c than at either 18 degrees c or 31 degrees c, with the reduction in size at 18 degrees c most likely due to a nutritional constraint. although females were larger than males, the sexes were not different for wing length/thorax length ratio. the plasticity of the traits differed between species and between populations of each species, with genetic variation in plasticity similar for the two species from one locality, but much higher for d. aldrichi from the other. estimates of heritabilities for d. aldrichi generally were higher at 18 degrees c and 24 degrees c than at 31 degrees c, but for d. buzzatii they were highest at 31 degrees c, although heritabilities were not significantly different between species at any temperature. additive genetic variances for d. aldrichi showed trends similar to that for heritability, being highest at 18 degrees c and decreasing as temperature increased. for d. buzzatii, however, additive genetic variances were lowest at 24 degrees c. these results are suggestive that genetic variation for body size characters is increased in more stressful environments. thorax and wing lengths showed significant genetic correlations that were not different between the species, but the genetic correlations between each of these traits and their ratio were significantly different. for d. aldrichi, genetic variation in the wing length/thorax length ratio was due primarily to variation in thorax length, while for d. buzzatii, it was due primarily to variation in wing length. the wing length/thorax length ratio, which is the inverse of wing loading, decreased linearly as temperature increased, and it is suggested that this ratio may be of greater adaptive significance than either of its components.",57,1995,8,"6","689","709",0,0,1,1
"Leathwick, JR; Burns, BR; Clarkson, BD","environmental correlates of tree alpha-diversity in new zealand primary forests","ECOGRAPHY","Article","correlations between environment and tree alpha-diversity in new zealand's primary forests were examined using an extensive quantitative dataset (14 540 plots). generalised additive models were used to examine relationships between species richness and temperature, solar radiation, root-zone moisture deficit, relative humidity, lithology, drainage, and plot size for all trees (112 species), and separately for broadleaved trees (88 species), conifers (17), and the genus nothofagus (4). diversity both for all tree species and for broadleaved trees was predicted to be highest on sites with high temperatures, high solar radiation, and high soil and atmospheric moisture, and on sedimentary and basaltic substrates. highest conifer diversity was predicted on sites with intermediate temperatures, low solar radiation; high root-zone and atmospheric moisture, and rhyolitic and quaternary substrates, particularly where drainage was impeded. highest nothofagus diversity was predicted for sites combining low temperatures, high solar radiation, high root-zone moisture but low atmospheric moisture, and on granitic substrates. differences in diversity between the species groups on different lithologies are interpreted as reflecting both the effects of variation in large-scale disturbance histories, and the effects of confounding environmental factors associated with particular substrates. there were also significant interactions between species groups: both broadleaved tree and conifer richness were predicted to be lower on sites where one or more nothofagus spp. - all of which have marked patchiness in their distribution - are present. although these results are consistent with the hypothesis that tree diversity is highest on sites conducive to high productivity, history is also indicated as an important determinant of tree diversity in new zealand.",58,1998,21,"3","235","246",0,0,1,1
"Chamberlain, K; Guerrieri, E; Pennacchio, F; Pettersson, J; Pickett, JA; Poppy, GM; Powell, W; Wadhams, LJ; Woodcock, CM","can aphid-induced plant signals be transmitted aerially and through the rhizosphere?","BIOCHEMICAL SYSTEMATICS AND ECOLOGY","Article","aphids, through their close association with plants, cause systemic release of semiochemicals. these may have negative effects on subsequent aphid colonisation and can also have positive roles with insects that are antagonistic to aphid development, for example parasitoids. one of the semiochemicals involved in host selection by aphids is methyl salicylate. and since this compound was shown to have a role as a plant stress signal, the hypothesis that aphids might facilitate identification of new plant signals was examined. confirmation was obtained during an investigation of avoidance of unsuitable hosts by the lettuce aphid, nasonovia ribis-nigri. (z)-jasmone was identified as a plant-derived semiochemical acting negatively for a number of aphid species, and positively for insect antagonists such as parasitoids and predators. however, when the compound was employed at 0.1 ppm in air above intact plants, these plants then attracted aphid parasitoids long after the (z)-jasmone itself was no longer detectable, a specific interaction was proposed. since the (z)-jasmone appeared to be selectively taken up by the plants. aerial interactions between intact barley plants from different cultivars, which may be differentially releasing stress associated signals, can also influence acceptability to aphids. furthermore, it has been shown that exudates from the roots of aphid-infested plants, grown hydroponically or in soil, cause intact plants to become more attractive to parasitoids. (c) 2001 published by elsevier science ltd.",58,2001,29,"10","1063","1074",0,1,0,1
"Hagen, M; Kissling, WD; Rasmussen, C; De Aguiar, MAM; Brown, LE; Carstensen, DW; Alves-Dos-Santos, I; Dupont, YL; Edwards, FK; Genini, J; Guimaraes, PR; Jenkins, GB; Jordano, P; Kaiser-Bunbury, CN; Ledger, ME; Maia, KP; Marquitti, FMD; Mclaughlin, O; Morellato, LPC; O'Gorman, EJ; Trojelsgaard, K; Tylianakis, JM; Vidal, MM; Woodward, G; Olesen, JM","biodiversity, species interactions and ecological networks in a fragmented world","ADVANCES IN ECOLOGICAL RESEARCH, VOL 46: GLOBAL CHANGE IN MULTISPECIES SYSTEMS, PT 1","Review; Book Chapter","biodiversity is organised into complex ecological networks of interacting species in local ecosystems, but our knowledge about the effects of habitat fragmentation on such systems remains limited. we consider the effects of this key driver of both local and global change on both mutualistic and antagonistic systems at different levels of biological organisation and spatiotemporal scales. there is a complex interplay of patterns and processes related to the variation and influence of spatial, temporal and biotic drivers in ecological networks. species traits (e.g. body size, dispersal ability) play an important role in determining how networks respond to fragment size and isolation, edge shape and permeability, and the quality of the surrounding landscape matrix. furthermore, the perception of spatial scale (e.g. environmental grain) and temporal effects (time lags, extinction debts) can differ markedly among species, network modules and trophic levels, highlighting the need to develop a more integrated perspective that considers not just nodes, but the structural role and strength of species interactions (e.g. as hubs, spatial couplers and determinants of connectance, nestedness and modularity) in response to habitat fragmentation. many challenges remain for improving our understanding: the likely importance of specialisation, functional redundancy and trait matching has been largely overlooked. the potentially critical effects of apex consumers, abundant species and supergeneralists on network changes and evolutionary dynamics also need to be addressed in future research. ultimately, spatial and ecological networks need to be combined to explore the effects of dispersal, colonisation, extinction and habitat fragmentation on network structure and coevolutionary dynamics. finally, we need to embed network approaches more explicitly within applied ecology in general, because they offer great potential for improving on the current species-based or habitat-centric approaches to our management and conservation of biodiversity in the face of environmental change.",58,2012,46,"","89","210",0,1,0,1
"Hanspach, J; Schweiger, O; Kuhn, I; Plattner, M; Pearman, PB; Zimmermann, NE; Settele, J","host plant availability potentially limits butterfly distributions under cold environmental conditions","ECOGRAPHY","Article","species ranges are shaped by both climatic factors and interactions with other species. the stress gradient hypothesis predicts that under physiologically stressful environmental conditions abiotic factors shape range edges while in less stressful environments negative biotic interactions are more important. butterflies provide a suitable system to test this hypothesis since larvae of most species depend on biotic interactions with a specific set of host plants, which in turn can shape patterns of occurrence and distribution. here we modelled the distribution of 92 butterfly and 136 host plant species with three different modelling algorithms, using distribution data from the swiss biodiversity monitoring scheme at a 1 x 1 km spatial resolution. by comparing the ensemble prediction for each butterfly species and the corresponding host plant(s), we assessed potential constraints imposed by host plant availability on distribution of butterflies at their distributional limits along the main environmental gradient, which closely parallels an elevational gradient. our results indicate that host limitation does not play a role at the lower limit. at the upper limit 50% of butterfly species have a higher elevational limit than their primary host plant, and 33% have upper elevational limits that exceed the limits of both primary and secondary hosts. we conclude that host plant limitation was not relevant to butterfly distributional limits in less stressful environments and that distributions are more likely limited by climate, land use or antagonistic biotic interactions. obligatory dependency of butterflies on their host plants, however, seems to represent an important limiting factor for the distribution of some species towards the cold, upper end of the environmental gradient, suggesting that biotic factors can shape ranges in stressful environments. thus, predictions by the stress gradient hypothesis were not always applicable.",3,2014,37,"3","301","308",0,1,0,1
"Fincher, CL; Thornhill, R","assortative sociality, limited dispersal, infectious disease and the genesis of the global pattern of religion diversity","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","Article","why are religions far more numerous in the tropics compared with the temperate areas? we propose, as an answer, that more religions have emerged and are maintained in the tropics because, through localized coevolutionary races with hosts, infectious diseases select for three anticontagion behaviours: in-group assortative sociality; out-group avoidance; and limited dispersal. these behaviours, in turn, create intergroup boundaries that effectively fractionate, isolate and diversify an original culture leading to the genesis of two or more groups from one. religion is one aspect of a group's culture that undergoes this process. if this argument is correct then, across the globe, religion diversity should correlate positively with infectious disease diversity, reflecting an evolutionary history of antagonistic coevolution between parasites and hosts and subsequent religion genesis. we present evidence that supports this model: for a global sample of traditional societies, societal range size is reduced in areas with more pathogens compared with areas with few pathogens, and in contemporary countries religion diversity is positively related to two measures of parasite stress.",59,2008,275,"1651","2587","2594",0,1,0,1
"Kellermann, VM; van Heerwaarden, B; Hoffmann, AA; Sgro, CM","very low additive genetic variance and evolutionary potential in multiple populations of two rainforest drosophila species","EVOLUTION","Article","most quantitative traits are thought to exhibit high levels of genetic variance and evolutionary potential. however, this conclusion may be biased by a lack of studies on nonmodel organisms and may not generalize to restricted species. a recent study on a single, southern population of the rainforest-restricted drosophila birchii failed to find significant additive genetic variance for the desiccation resistance trait; however, it is unclear whether this pattern extends to other d. birchii populations or to other rainforest species. here we use an animal model design to show very low levels of additive genetic variance for desiccation resistance in multiple populations of two highly sensitive rainforest species of drosophila from tropical northeastern australia. in contrast, relatively high levels of genetic variance were found for morphological traits in all populations of the species tested. this indicates limited evolutionary potential for evolving increased desiccation resistance in these rainforest restricted species.",60,2006,60,"5","1104","1108",0,0,1,1
"Ainouche, ML; Fortune, PM; Salmon, A; Parisod, C; Grandbastien, MA; Fukunaga, K; Ricou, M; Misset, MT","hybridization, polyploidy and invasion: lessons from spartina (poaceae)","BIOLOGICAL INVASIONS","Article","in this paper, we examine how the spartina system has helped our understanding of the genomic aspects of allopolyploid speciation in the context of biological invasion. more specifically the respective roles of hybridization and genome duplication in the success of newly formed allopolyploid species are explored. hybridization appears to have triggered genetic and epigenetic changes in the two recently formed european homoploid hybrids s. x towsendii and s. x neyrautii. deviation from parental structural additivity is observed in both hybrids, with different patterns when considering transposable element insertions or aflp and methylation alteration. no important changes are observed in the invasive allopolyploid spartina anglica that inherited the identical genome to s. x townsendii. the repeated rrna genes are not homogenized in the allopolyploid, and both parental repeats are expressed in the populations examined. transcriptomic changes suggest possible gene silencing in both hybrids and allopolyploid. in the long-term of evolutionary time, older hexaploid spartina species (spartina alterniflora, spartina maritima and spartina foliosa) appear to have selectively retained differential homeologous copies of nuclear genes. waxy gene genealogies suggest a hybrid (allopolyploid) origin of this hexaploid lineage of spartina. finally, nuclear and chloroplast dna data indicate a reticulate origin (alloheptaploid) of the invasive spartina densiflora. all together these studies stress hybridization as a primary stimulus in the invasive success of polyploid spartina species.",62,2009,11,"5","1159","1173",0,0,1,1
"Normand, S; Treier, UA; Randin, C; Vittoz, P; Guisan, A; Svenning, JC","importance of abiotic stress as a range-limit determinant for european plants: insights from species responses to climatic gradients","GLOBAL ECOLOGY AND BIOGEOGRAPHY","Article","aim we examined whether species occurrences are primarily limited by physiological tolerance in the abiotically more stressful end of climatic gradients (the asymmetric abiotic stress limitation (aasl) hypothesis) and the geographical predictions of this hypothesis: abiotic stress mainly determines upper-latitudinal and upper-altitudinal species range limits, and the importance of abiotic stress for these range limits increases the further northwards and upwards a species occurs. location europe and the swiss alps. methods the aasl hypothesis predicts that species have skewed responses to climatic gradients, with a steep decline towards the more stressful conditions. based on presence-absence data we examined the shape of plant species responses (measured as probability of occurrence) along three climatic gradients across latitudes in europe (1577 species) and altitudes in the swiss alps (284 species) using huisman-olff-fresco, generalized linear and generalized additive models. results we found that almost half of the species from europe and one-third from the swiss alps showed responses consistent with the predictions of the aasl hypothesis. cold temperatures and a short growing season seemed to determine the upper-latitudinal and upper-altitudinal range limits of up to one-third of the species, while drought provided an important constraint at lower-latitudinal range limits for up to one-fifth of the species. we found a biome-dependent influence of abiotic stress and no clear support for abiotic stress as a stronger upper range-limit determinant for species with higher latitudinal and altitudinal distributions. however, the overall influence of climate as a range-limit determinant increased with latitude. main conclusions our results support the aasl hypothesis for almost half of the studied species, and suggest that temperature-related stress controls the upper-latitudinal and upper-altitudinal range limits of a large proportion of these species, while other factors including drought stress may be important at the lower range limits.",62,2009,18,"4","437","449",0,0,1,1
"Hussey, NE; MacNeil, MA; McMeans, BC; Olin, JA; Dudley, SFJ; Cliff, G; Wintner, SP; Fennessy, ST; Fisk, AT","rescaling the trophic structure of marine food webs","ECOLOGY LETTERS","Article","measures of trophic position (tp) are critical for understanding food web interactions and human-mediated ecosystem disturbance. nitrogen stable isotopes (n-15) provide a powerful tool to estimate tp but are limited by a pragmatic assumption that isotope discrimination is constant (change in n-15 between predator and prey, n-15=3.4 parts per thousand), resulting in an additive framework that omits known n-15 variation. through meta-analysis, we determine narrowing discrimination from an empirical linear relationship between experimental n-15 and n-15 values of prey consumed. the resulting scaled n-15 framework estimated reliable tps of zooplanktivores to tertiary piscivores congruent with known feeding relationships that radically alters the conventional structure of marine food webs. apex predator tp estimates were markedly higher than currently assumed by whole-ecosystem models, indicating perceived food webs have been truncated and species-interactions over simplified. the scaled n-15 framework will greatly improve the accuracy of trophic estimates widely used in ecosystem-based management.",32,2014,17,"2","239","250",0,0,1,1
"van Oers, K; Drent, PJ; de Jong, G; van Noordwijk, AJ","additive and nonadditive genetic variation in avian personality traits","HEREDITY","Article","individuals of all vertebrate species differ consistently in their reactions to mildly stressful challenges. these typical reactions, described as personalities or coping strategies, have a clear genetic basis, but the structure of their inheritance in natural populations is almost unknown. we carried out a quantitative genetic analysis of two personality traits (exploration and boldness) and the combination of these two traits (early exploratory behaviour). this study was carried out on the lines resulting from a two-directional artificial selection experiment on early exploratory behaviour (eeb) of great tits (parus major) originating from a wild population. in analyses using the original lines, reciprocal f-1 and reciprocal first backcross generations, additive, dominance, maternal effects ands sex-dependent expression of exploration, boldness and eeb were estimated. both additive and dominant genetic effects were important determinants of phenotypic variation in exploratory behaviour and boldness. however, no sex-dependent expression was observed in either of these personality traits. these results are discussed with respect to the maintenance of genetic variation in personality traits, and the expected genetic structure of other behavioural and life history traits in general.",63,2004,93,"5","496","503",0,0,1,1
"Mitchell, KA; Hoffmann, AA","thermal ramping rate influences evolutionary potential and species differences for upper thermal limits in drosophila","FUNCTIONAL ECOLOGY","Article","p>1. thermal tolerance is a key factor limiting insect distributions, but there is limited information on the ability of species to evolve different thermal limits. recent studies indicate that the experimental protocol influences upper limits, with slower but ecologically relevant rates of warming lowering estimates of tolerance. these effects could also influence genetic and environmental variances that define evolutionary potential. 2. to determine the influence of experimental protocol on estimates of narrow sense heritability (h2(n)) and other measures of evolutionary potential in drosophila melanogaster, we conducted family studies on knockdown time when flies were immediately exposed to a high temperature (static) or when temperature was increased to an upper limit (ramping). 3. estimates of variance components in two populations were obtained using the animal model approach that incorporates information from all relationships among relatives. coefficients of variation were higher when flies were exposed to a static stress, as were estimates of additive genetic variance and measures of evolvability where genetic variances were standardized by trait means. in contrast, levels of environmental variance were higher under ramping conditions. these effects mean that the narrow sense heritability of thermal resistance was low under slow ramping and did not differ significantly from zero. 4. differences in thermal limits under both methods were detected among drosophila species. there was a significant positive relationship between the fast and slow ramping estimates of thermal resistance across species after correction for phylogeny, suggesting similar underlying mechanisms or a history of correlated evolution. however, this result was caused by the strong influence of two taxa. 5. these results suggest that natural populations exhibit lower adaptive potential for upper thermal limits under ramping than estimated from traditional (static) estimates of heat resistance. even the highly adaptable drosophila melanogaster appears to have little evolutionary potential to extend its upper thermal range under ramping conditions although species have diverged for this measure.",63,2010,24,"3","694","700",0,0,1,1
"Gross, K","positive interactions among competitors can produce species-rich communities","ECOLOGY LETTERS","Article","although positive interactions between species are well documented, most ecological theory for investigating multispecies coexistence remains rooted in antagonistic interactions such as competition and predation. standard resource-competition models from this theory predict that the number of coexisting species should not exceed the number of factors that limit population growth. here i show that positive interactions among resource competitors can produce species-rich model communities supported by a single limiting resource. simulations show that when resource competitors reduce each others' per capita mortality rate (e.g. by ameliorating an abiotic stress), stable multispecies coexistence with a single resource may be common, even while the net interspecific interaction remains negative. these results demonstrate that positive interactions may provide an important mechanism for generating species-rich communities in nature. they also show that focusing on the net interaction between species may conceal important coexistence mechanisms when species simultaneously engage in both antagonistic and positive interactions.",65,2008,11,"9","929","936",0,1,0,1
