authors,title,source,type,keywords,abstract,times_cited,PY,VL,IS,BP,EP,DI,synergy,antag,additive
"LEROI, AM; KIM, SB; ROSE, MR",THE EVOLUTION OF PHENOTYPIC LIFE-HISTORY TRADE-OFFS - AN EXPERIMENTAL-STUDY USING DROSOPHILA-MELANOGASTER,AMERICAN NATURALIST,Article,,"Experimental manipulation of an organism's environment can reveal trade-offs among life-history and physiological traits such as fecundity and energy reserves. Such phenotypic trade-offs have been suggested to reflect evolutionary constraints. We test this idea by asking whether the selection responses of laboratory populations of Drosophila melanogaster can be predicted from a trade-off between fecundity and starvation resistance revealed by manipulating levels of dietary yeast. Fecundity and starvation resistance vary inversely over levels of dietary yeast: at high yeast levels, females have a high fecundity and low starvation resistance; at low yeast levels, females have a low fecundity and high starvation resistance. We examine the role of this trade-off in two independent sets of populations that have been selected for increased starvation resistance. We find that the joint selection responses of mean fecundity and starvation resistance cannot be predicted from the phenotypic trade-off in either the ancestral or control populations. This result implies that at least some of the genetic variation and covariation on which selection acted originated in physiological pathways not involved in the phenotypic trade-off. We also find that selection has altered the slope of the phenotypic trade-off such that, across yeast levels, the reproductive cost of a unit gain in starvation resistance is less in the starvation-resistant populations than in the controls.",42,1994,144,4,661,676,10.1086/285699,,,
"TREPL, L",COMPETITION AND COEXISTENCE - ON THE HISTORICAL BACKGROUND IN ECOLOGY AND THE INFLUENCE OF ECONOMY AND SOCIAL-SCIENCES,ECOLOGICAL MODELLING,Article; Proceedings Paper,COEXISTENCE; COMPETITION; HISTORICAL BACKGROUND,"Competition plays an important role in a large number of ecological models. The paper discusses historial aspects of this concept in ecology with respect to the influence of the social background. Competition became a concept of a priori necessity in modern thinking, when life was not longer conceived teleologically. The biological sciences therefore are unthinkable without the idea of competition - but not for empirical reasons. Competition became the basic principle of social life for liberal and democratic, progressive social theories and ideologies. For conservative theories it is the cooperative coexistence, respectively the adaptation within the framework of a social whole, which is thought to be in accordance with the model of the living organism. Theory dynamics in biology can be understood to be parallel to this pattern: On the one hand, the idea of the biological community as an accumulation of individuals emerges with the Darwinian theory of evolution. Here individuals primarily have an antagonistic, competitive relationship with each other. But in early ecology (different from evolutionary biology) the community was not conceived primarily in terms of competition, but in terms of adaptation and interrelated mutual dependence. Thus, ''progressive'' evolutionary theory is opposed to ''conservative'' ecology. In ecology, this inner splitting. appears again: The organismic, holistic, ecosystem-oriented concepts are opposed by individualistic, population-oriented ones. However, usually approaches based on the integration level of populations start out stressing the role of competition and lead to theories of deterministic successions ending in a state of equilibrium and complete mutual adaptation of the components, just like the early organismic theories (''monoclimax''). The recent criticism of the competition concept in ecology may be understood as a part of the general tendency against teleology. The discussion about competition and coexistence provides an example how the social background and ecological theory dynamics relate.",6,1994,75,,99,110,10.1016/0304-3800(94)90010-8,,,
"GIGNAC, LD",PEATLAND SPECIES PREFERENCES - AN OVERVIEW OF OUR CURRENT KNOWLEDGE-BASE,WETLANDS,Article,PEATLANDS; SPECIES PREFERENCE; CLIMATE CHANGE; GRADIENTS,"The autecology of several peatland plant species has been studied on a wide variety of gradients that include elevation relative to the water table, surface water chemistry, mire margin to mire expanse, shade, and climate. The accuracy with which species' realized niches are defined and the ability to predict community structure as conditions change along gradients vary considerably between studies. Many studies have quantified species niche dimensions along individual gradients, and although they have the ability to predict species abundance and distribution, they do not account for synergistic effects between gradients. Other methods analyze two gradients simultaneously producing rectangles and ellipsoids, but these methods have limited predictive ability. A variety of ordination techniques are often used to analyze species preferences along several gradients simultaneously. However, with the exception of Detrended Canonical Correspondence Analysis, these methods have limited predictive ability because gradients are defined as ordination axes and it is difficult to analyze each gradient individually. Species response surfaces calculated along several gradients simultaneously offer a more accurate definition of species' realized niche dimensions. Response surfaces can be used to predict baseline community structure along several gradients, but they do not integrate such biotic factors as competition and succession, as well as such disturbances as fire, pollution, and peat harvesting.",11,1994,14,3,216,222,,,,
"LEROI, AM; CHIPPINDALE, AK; ROSE, MR",LONG-TERM LABORATORY EVOLUTION OF A GENETIC LIFE-HISTORY TRADE-OFF IN DROSOPHILA-MELANOGASTER .1. THE ROLE OF GENOTYPE-BY-ENVIRONMENT INTERACTION,EVOLUTION,Article,ANTAGONISTIC PLEIOTROPY; DROSOPHILA; GENOTYPE X ENVIRONMENT INTERACTION; LIFE HISTORY; TRADE-OFFS,"Trade-offs among life-history traits are often thought to constrain the evolution of populations. Here we report the disappearance of a trade-off between early fecundity on the one hand, and late-life fecundity, starvation resistance, and longevity on the other, over 10 yr of laboratory selection for late-life reproduction. Whereas the selected populations showed an initial depression in early-life fecundity, they later converged upon the controls and then surpassed them. The evolutionary loss of the trade-off among life-history traits is considered attributable to the following factors: (1) the existence of differences in the culture regimes of the short- and long-generation populations other than the demographic differences deliberately imposed; (2) adaptation of one or both of these sets of populations to the unique aspects of their culture regimes; (3) the existence of an among-environment trade-off in the expression of early fecundity in the two culture regimes, as reflected in assays that mimic those regimes. The trade-off between early and late-life reproductive success, as manifest among divergently selected populations, is apparent or not depending on the assay environment. This demonstration that strong genotype-by-environment interactions can obscure a fundamental trade-off points to the importance of controlling all aspects of the culture regime of experimental populations and the difficulty of doing so even in the laboratory.",130,1994,48,4,1244,1257,10.2307/2410382,,,
"LEHMAN, ME; BLUM, U; GERIG, TM",SIMULTANEOUS EFFECTS OF FERULIC AND P-COUMARIC ACIDS ON CUCUMBER LEAF EXPANSION IN SPLIT-ROOT EXPERIMENTS,JOURNAL OF CHEMICAL ECOLOGY,Article,ALLELOPATHY; FERULIC ACID; P-COUMARIC ACID; PHENOLIC ACID MIXTURES; CUCUMIS-SATIVUS; SPLIT-ROOT TREATMENTS; LEAF EXPANSION,"Experiments were conducted to determine how plant responses to mixtures of allelochemicals may change as the proportion of roots in contact with allelochemicals is modified. Thirteen-day-old cucumber seedlings were treated with ferulic and/or p-coumaric acid in a split-root nutrient culture system. Leaf areas were determined just prior to treatment and at harvest, 24 hr after treatment. Ferulic acid was more inhibitory to cucumber leaf expansion than p-coumaric acid. The effects of ferulic and p-coumaric acids on leaf expansion were additive. For individual acids, mixtures of ferulic and p-coumaric acids in the same container and combinations of ferulic and p-coumaric acids in separate containers, the inhibition of leaf expansion was directly related to the product of the concentration of the acid(s) and the proportion of roots treated with the acid(s). Pretreatment with 0.2 or 0.4 mM ferulic acid and subsequent treatment with 0.5 mM ferulic acid failed to show evidence of acclimation by cucumber seedlings.",20,1994,20,7,1773,1782,10.1007/BF02059898,,,
"GALLET, C",ALLELOPATHIC POTENTIAL IN BILBERRY-SPRUCE FORESTS - INFLUENCE OF PHENOLIC-COMPOUNDS ON SPRUCE SEEDLINGS,JOURNAL OF CHEMICAL ECOLOGY,Article,ALLELOPATHY; P-HYDROXYACETOPHENONE; PHENOLIC PATTERNS; PICEA-ABIES; REGENERATION FAILURE; TANNINS; VACCINIUM-MYRTILLUS,"Regeneration failure of Picea abies in a subalpine bilberry-spruce forest was studied in relation to phenolic compounds, their occurrence and toxicity. Germination bioassays with natural leachates of bilberry (Vaccinium myrtillus) and spruce showed negative effects on root elongation of spruce seedlings. Growth bioassays on litter and humus demonstrated inhibitory effects of these organic layers. p-Hydroxyacetophenone, a spruce-specific metabolite, was isolated in spruce throughfall (10(-6) M), in water extracts of litter (between 1 and 8 mug/g dry wt) and organic layer (less than 1 mug/g dry wt) in addition to tannins and several common phenolic acids. Potential relationships between vegetation cover and phenolic pattern of the soil are discussed, since organic layers under bilberry heath exhibited higher amounts of phenolic acids and tannins than those under spruce. p-Hydroxyacetophenone and caffeic acid reduced, even at 5 x 10(-5) M, spruce seedling growth, especially root development, with additive effects for these two monomers. Autotoxicity involving spruce trees and allelopathy of understory species, mediated by p-hydroxyacetophenone and other phenolic compounds, including tannins, deserves further attention in regeneration studies.",59,1994,20,5,1009,1024,10.1007/BF02059738,,,
"HUANG, LB; MURRAY, F; YANG, XH","INTERACTION BETWEEN MILD NACL SALINITY AND SUBLETHAL SO2 POLLUTION ON WHEAT TRITICUM-AESTIVUM CULTIVAR WILGOYNE (CIANO-GALLO) .1. RESPONSES OF STOMATAL CONDUCTANCE, PHOTOSYNTHESIS, GROWTH AND ASSIMILATE PARTITIONING",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Article,,"Wheat (Triticum aestivum cultivar 'Wilgoyne' (Ciano/Gallo)) plants were exposed to a factorial combination of two levels of salinity (control and 50 mM NaCl), and three levels of SO2 (< 10 (ambient), 231, and 441 nl l-1) in fumigation chambers with rain-exclusion tops for 4 h per day for up to 51 days. The objective was to investigate whether mild salinity stress could decrease the sensitivity of plant growth to sublethal SO2 stress. Exposure to 441 nl l-1 SO2 significantly decreased CO2 stomatal conductance, net photosynthesis rate, and at the end of experiment, chlorophyll concentrations in the youngest fully expanded (YFE) leaves. Inhibition of photosynthesis by 441 nl l-1 SO2 fumigation resulted in a change in assimilate allocation in favour of shoot growth, leading to an increase in shoot to root ratio. Exposure to 441, but not 231 nl l-1 SO2 significantly decreased plant dry weight and relative growth rate (RGR) of both root and shoot. 50 mM NaCl treatment first decreased shoot growth, resulting in a decrease in shoot to root ratio, but later a significant decrease in root growth developed, probably owing to limited assimilate supply from the shoot, and resulted in an increase in shoot to root ratio. There was generally no significant interaction between SO2 fumigation and NaCl salinity on net photosynthesis rate and leaf chlorophyll concentration. However, CO2 stomatal conductance in the YFE leaves of 50 mM NaCl-treated and SO2-fumigated plants recovered more quickly after the completion of fumigation than the non-saline and SO2-fumigated plants. 50 mM NaCl salinity and 441 nl l-1 SO2 fumigation had an antagonistic interaction on both shoot and root dry weight. Exposure to 231 nl l-1 SO2 increased the shoot to root ratio in plants with 50 mM NaCl. No significant interaction between SO2 fumigation and 50 mM NaCl was observed on the RGR of both shoot and root. The results showed that 50 mM NaCl salinity did not provide an effective protection against SO2 uptake in the leaves by increasing stomatal resistance during SO2 fumigation. Other physiological mechanisms could be involved in the antagonistic interaction between 50 mM NaCl salinity and 441 nl l-1 SO2 fumigation on plant growth.",7,1994,48,2,163,178,10.1016/0167-8809(94)90087-6,,,
"POUNDS, JA; CRUMP, ML",AMPHIBIAN DECLINES AND CLIMATE DISTURBANCE - THE CASE OF THE GOLDEN TOAD AND THE HARLEQUIN FROG,CONSERVATION BIOLOGY,Article,,"The endemic golden toad (Bufo periglenes) was abundant in Costa Rica's Monteverde Cloud Forest Preserve in April-May 1987 but afterwards disappeared, along with local populations of the harlequin frog (Atelopus varius). We examine the possible relationship between these sudden declines and unusually warm, dry conditions in 1987 For our analyses of local weather patterns, we define a 12-month (July-June) amphibian moisture-temperature cycle consisting of four periods: (1) late wet season; (2) transition into dry season; (3) dry season; and (4) post-dry-season (early-wet-season) recovery. The 1986-1987 cycle was the only one on record (of 20 analyzed) with abnormally low rainfall in all four periods, and temperature anomalies in 1987 reached record highs. Flow in local aquifer-fed streams during the dry season and post-dry-season recovery period reached a record low. This climate disturbance, associated with the 1986-1987 El Nino/Southern Oscillation, was more severe than a similar event associated with the 1982-1983 El Nino, though this earlier oscillation was the strongest of the past century. Demographic data for one harlequin frog population, gathered during these two climatic events, support the hypothesis that in 1987, shortly before the population collapsed, the frogs underwent an unprecedented shift in distribution within the habitat in response to desiccating conditions. The juxtaposition of these rare demographic events suggests they were causally linked yet sheds little light on mechanisms underlying the sudden decline. While desiccation or direct temperature effects may have been factors leading to high adult mortality, moisture-temperature conditions may have interacted with some other, unidentified agent. We discuss two hypotheses concerning possible synergistic effects. In the climate-linked epidemic hypothesis, microparasites are the additional agent In the climate-linked contaminant pulse hypothesis, atmospheric contaminants scavenged by mist and cloud water in montane areas reach critical concentrations when conditions are abnormally warm and dry.",235,1994,8,1,72,85,10.1046/j.1523-1739.1994.08010072.x,,,
"HUANG, LB; MURRAY, F; YANG, XH",INTERACTION BETWEEN MILD SALINITY AND SUBLETHAL SO2 POLLUTION ON WHEAT (TRITICUM-AESTIVUM CULTIVAR WILGOYNE (CIANO GALLO)) .2. ACCUMULATION OF SULFUR AND IONS,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Article,,"Wheat (Triticum aestivum cultivar 'Wilgoyne' (Ciano/Gallo)) plants were exposed to a factorial combination of two levels of salinity (control and 50 mM NaCl), and three levels of SO2 ( < 10, 231, and 441 nl l-1) in fumigation chambers with rain-exclusion tops for 4 h day-1 for up to 42 days. The study was to investigate whether mild salinity stress could influence the accumulation and reduction of SO2 absorbed and SO2 fumigation could modify the salt ion concentrations in the plant tissues. SO2 fumigation significantly increased sulphur concentration in the shoots, but not in the roots. The SO2 absorbed in the leaves was mostly oxidized into sulphate and little reduced into organic sulphur compounds. NaCl salinity decreased the sulphate concentration in leaves, but did not affect the organic sulphur concentration. There was an antagonistic interaction between SO2 fumigation and NaCl salinity on the concentration of sulphate in the leaves. SO2 fumigation, salinity, and their combination affected the concentrations of Cl-, K+, Na+, Ca2+ and Mg2+ in the plant tissues Exposure to SO2 increased the K+ concentration in the leaves, but decreased the Cl-, Ca2+ and Mg2+ concentrations. SO2 fumigation and NaCl salinity had an antagonistic interaction on the concentrations of K+, Cl-, Ca2+ and Mg2+ in the leaf tissue. The Na+ concentration in the youngest fully expanded leaves of the saline plants was decreased by exposure to 441 nl l-1 SO2. Plant tolerance to NaCl salinity may have been enhanced by SO2 fumigation by decreasing Na+ and Cl- concentration and increasing the K+ concentration in the leaves. The antagonistic interactions between SO2 fumigation and NaCl salinity on the SO2 uptake and salt accumulation in the leaves may be responsible for their antagonistic interaction on plant growth.",4,1994,47,4,335,351,10.1016/0167-8809(94)90100-7,,,
"MORENO, G","GENETIC ARCHITECTURE, GENETIC BEHAVIOR, AND CHARACTER EVOLUTION",ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS,Review,CHARACTER EVOLUTION; EPISTASIS; QUANTITATIVE VARIATION; GENETIC ARCHITECTURE,"Nonadditive gene interaction or epistasis is a central component of hypotheses that postulate a creative role for small populations and founder events in character evolution and speciation. Because quantitative or small effect variation is considered to be the basis of evolutionary change, the claim that this variation shows mostly additive behavior has represented a serious obstacle for these hypotheses. The literature on classical phenotypic genetics as well as the contemporary counterpart of this work, developmental genetics, harbors a considerable wealth of information relevant to the issue of gene-character relationship. In particular, recent studies of gene interaction in Drosophila developmental genetics provide important insights into the structure and behavior of nonadditive gene action. It is proposed that the importance of these studies for population genetics lies in suggesting that the small-effect of at least some genetic variation can hide a potential for strong phenotypic effects which can be expressed through interlocus interactions within sets of functionally related loci. At the population level this genetic behavior implies that strong effects should become apparent in quantitative variation when the genotypic frequencies of the population are substantially disturbed. That at least some quantitative variation can show strong interaction effects with substantial disturbance of the population genotypic combinations is supported by results from quantitative genetic analyses of chromosome and inbred lines and long-term artificial selection on quantitative characters. An experiment comparing the genetic variance resulting from the same set of wild third-chromosomes in a wild type and mutant backgrounds revealed substantial amounts of unexpressed strong effects for a typical quantitative character in a wild population of Drosophila melanogaster. The claim that quantitative variation will show strong epistatic behavior under population disturbance is of fundamental importance for theories that postulate a positive role for small population size and population bottlenecks in phenotypic evolution and speciation.",40,1994,25,,31,44,,,,
"GUEI, RG; WASSOM, CE",GENETICS OF OSMOTIC ADJUSTMENT IN BREEDING MAIZE FOR DROUGHT TOLERANCE,HEREDITY,Article,ADDITIVE EFFECTS; DOMINANT EFFECTS; DROUGHT TOLERANCE; GENETIC VARIABILITY; HERITABILITY; OSMOTIC ADJUSTMENT,"Osmotic adjustment in higher plants refers to the maintenance of turgor by lowering of osmotic potential arising from the net accumulation of solutes in response to water deficits. Genetic variation for osmotic adjustment has been reported in several crops, but little is known about its inheritance and potential use as selection criteria in tropical maize (Zea mays L.). Two tropical lowland maize populations were used in this study to quantify the magnitude of genetic variability in osmotic adjustment; to estimate components of its genetic variance and heritability; and to determine the importance of this trait in breeding tropical maize for improved drought tolerance. Full-sibs within half-sib groups were developed using the Design I mating scheme and evaluated at two locations in Mexico for two seasons using water stress and non-stress environments. Results showed that in both populations, dominance genetic effects were more important than additive effects in controlling the expression of the trait. However, very little genetic variability was present in either population for the trait, although more genetic variation was detected with data collected at flowering stage, when water stress was more severe than at the vegetative stage. Non-significant phenotypic and genotypic correlations were found between osmotic adjustment and yield. Not much genetic gain could be expected from selection for osmotic adjustment in these populations.",8,1993,71,,436,441,10.1038/hdy.1993.158,,,
"CAREY, C",HYPOTHESIS CONCERNING THE CAUSES OF THE DISAPPEARANCE OF BOREAL TOADS FROM THE MOUNTAINS OF COLORADO,CONSERVATION BIOLOGY,Article,,"Recent reports of world-wide declines and extinctions of amphibian populations have raised questions about the relation of environmental change to the demise of certain amphibian species. Between 1974 and 1982, 11 populations of boreal toads (Bufo boreas boreas) in the West Elk Mountains of Colorado totally disappeared. The apparent cause of extinction of these toads was infection with the bacteria Aeromonas hydrophila. In this paper, the presence of disease in declining populations of these toads is used in conjunction with a variety of data from the literature to formulate a working hypothesis for explaining the cause of the decline of this species, and perhaps others: (1) Some environmental factor or synergistic effects of more than one factor changes sufficiently to cause sublethal ''stress'', (2) This stress directly causes suppression of the immune system, or indirectly causes immunosuppression by effecting elevated secretion of adrenal cortical hormones; (3) Immunosuppression, coupled with the apparent effect of cold body temperatures on the ability of immune systems of ectothermic animals to fight disease, leads to infection by Aeromonas or other infectious agents, and to subsequent death of individuals and extinction of populations.",146,1993,7,2,355,362,10.1046/j.1523-1739.1993.07020355.x,,,
"BACON, CW","ABIOTIC STRESS TOLERANCES (MOISTURE, NUTRIENTS) AND PHOTOSYNTHESIS IN ENDOPHYTE-INFECTED TALL FESCUE",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,Article; Proceedings Paper,,"The ecological significance resulting from the association of each tall fescue (Festuca arundinacea Schreb.) genotype and its companion fungal endophyte (Acremonium coenophialum Morgan-Jones and Gams) is probably inherent in the nutritional interactions, and the resulting physiological and biochemical requirements of each. The colonization of this grass by the fungus follows the natural sequence of fescue seed germination, seedling and tiller growth. Infected grasses are natural and extensive, therefore tall fescue should be considered a symbiotic plant. The nature of this relationship at the population level is more appropriately described as an obligately biotrophic conjunctive mutualism. The use of this terminology at the population level describes the overall ecological effect; however, allowances must be made for infected tall fescue genotypes within the population that may not show any positive adaptive strategies. Genotypes of this later category may be categorized, possibly only transiently, as obligately neutral symbiotic. Infected genotypes of the earlier category offer adaptations to environmental stresses and may be exploited for these characteristics. Evidence from research is reviewed to indicate that selected genotypes within the population of tall fescue are more tolerant of environmental abiotic stresses than uninfected grasses. Infected tall fescue seed require more moisture to germinate than uninfected seed. Endophyte-infected seedlings require more nutrients than uninfected seedlings. Although infected tall fescue contains less soluble nitrogen which would encourage more predation, strains resulting from the stresses of insect herbivory are prevented because of an accumulation of an insect deterrent, toxins and their synergists. At the morphological level infected grasses show tolerance to water stress by early shedding of older leaves and rolling of younger leaves. Tolerance to water stress is further evidenced by low stomatal conductances and by development of an enhanced osmoregulatory system that produces increased cellular turgor pressure. One genotype of tall fescue contains polyols, some of which are absent in the uninfected clone. Infected tall fescue also shows increased efficiency to low soil nitrogen, possibly due to an increased level of glutamine synthetase which would enhance its competitive ability under low soil nitrogen. There is no endophyte effect of consequence on photosynthesis and associated processes in several genotypes of infected grasses.",109,1993,44,04-Jan,123,141,10.1016/0167-8809(93)90042-N,,,
"DETTNER, K","DEFENSIVE SECRETIONS AND EXOCRINE GLANDS IN FREE-LIVING STAPHYLINID BEETLES - THEIR BEARING ON PHYLOGENY (COLEOPTERA, STAPHYLINIDAE)",BIOCHEMICAL SYSTEMATICS AND ECOLOGY,Article; Proceedings Paper,STAPHYLINOIDEA; ROVE BEETLES; CHEMICAL DEFENSE; SECRETIONS; GLANDS; EVOLUTION; CHEMOTAXONOMY; BIOGENESIS; SYNERGISM,"Due to their reduced elytra many adults of free living rove beetle taxa (Coleoptera: Staphylinidae) bear exocrine defensive glands where an astonishing variety of defensive compounds, antimicrobics, fungicides, adhesives or spreading active compounds are produced. Chemically these exocrines cover hydrocarbons, aliphatic alcohols, aldehydes, ketones, acids, esters, sprioacetales, iridoids, aromatics, quinones or various nitrogen-containing compounds. Factors such as presence, position, structure and variation of these exocrine glands are used more and more in order to establish a natural system of Staphylinidae. This paper surveys the chemical defensive systems of staphylinid beetles and considers the biological significance and multifunctional role of these exocrines. Within the omaliine group, Oxytelinae/Pseudopsinae, Aleocharinae, Paederinae, Staphylininae/Xantholininae, Steninae and Silphidae where a common homologous gland system is present in each case, character patterns and evolutionary trends, especially with respect to secretion chemistry are presented. In the subfamily Oxytelinae these glandular and micromolecular patterns are used especially in order to construct a phylogeny for this subfamily which is based on phylogenetic systematics. It was shown that identification of character state transformations of these micromolecules in advanced and primitive species is necessary for estimating apomorphic and plesiomorphic character states. Optimizing of a defensive secretion may on the one hand be achieved by gradual intervention of new secretion types (from one precursor) with increasing topical irritancy from primitive towards advanced taxa. A further improvement of the secretion may be achieved by changing and adjusting secretion formulation in order to optimize these mixtures by synergisms from primitive towards advanced species. Finally the necessity of biogenetic data is stressed in order to discuss the gradual sequence of evolution of gland constituents.",40,1993,21,1,143,162,10.1016/0305-1978(93)90020-R,,,
"CIPOLLINI, ML; STILES, EW",ANTIFUNGAL ACTIVITY OF RIPE ERICACEOUS FRUITS - PHENOLIC-ACID INTERACTIONS AND PALATABILITY FOR DISPERSERS,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,Article,ERICACEAE; OPPORTUNISTIC FUNGI; PHENOLICS; ORGANIC ACIDS; TANNINS; ANTIFUNGAL DEFENSES; AVIAN SEED DISPERSAL; FRUIT PALATABILITY,"Chemical characteristics of antifungal extracts of ripe fruit pulp of six ericaceous plants that differ in fruit ripening phenology and other dispersal characteristics were examined. The antifungal activity of these fruits is particularly interesting because of contrasting effects of pulp secondary chemistry upon birds that disperse the seeds. Whereas extracts of summer-ripening fruit do not affect (or affect positively) the feeding rates of birds feeding on artificial-pulp media, extracts of fall-ripening fruit are very much a deterrent Results of fungal growth tests indicate that synergistic interactions of small phenolic constituents with small organic acids were most likely sources of antifungal activity for all but one species (Arctostaphylos uva-ursi), for which astringent polyphenolics and steroidal saponins were implicated. Fall-ripening fruit are apparently more of a deterrent to frugivores due to higher concentrations of organic acids in interaction with phenolic constituents, or higher concentrations of tannins and saponins. In conclusion, we stress the challenges that chemical synergism may present to chemical ecologists, and the importance of interactive effects of ""primary"" chemicals in plant defense.",19,1992,20,6,501,514,10.1016/0305-1978(92)90004-W,,,
"GRANT, PR; GRANT, BR",DEMOGRAPHY AND THE GENETICALLY EFFECTIVE SIZES OF 2 POPULATIONS OF DARWIN FINCHES,ECOLOGY,Article,DARWIN FINCHES; DEMOGRAPHY; EFFECTIVE POPULATION SIZES; GALAPAGOS; HYBRIDIZATION; RANDOM DRIFT; REPRODUCTIVE VALUE,"The purpose of this study was to identify and quantify the demographic and genetic factors that favor long-term persistence of resident bird populations on small islands. Two species of Darwin's Ground Finches, Geospiza scandens (Cactus Finch) and G. fortis (Medium Ground Finch), were studied on Isla Daphne Major, Galapagos, from 1975 to 1991. Four cohorts born in the years 1975-1978 were followed to the point where almost every individual had died. Life tables were constructed from survival and reproductive data, and used to calculate genetically effective population sizes. Annual rainfall was highly variable and erratic. Extremes were 0 and 1359 mm. As a consequence the finch populations fluctuated in all demographic parameters. In years of little or no rainfall breeding did not occur, in years of abundant rainfall as many as eight breeding attempts were made by individual pairs. Maximum ages were 15 yr for G. scandens and 14 yr for G. fortis. Males of both species tended to live longer than females and to breed later; most females bred for the first time at ages 1-3 yr, whereas most males bred for the first time at ages 2-6 yr. An unusual feature of the survival and reproductive schedules is an increase in reproductive value sometimes occurring moderately late in life more than once, associated with occasional extremely favorable conditions for reproduction. Harmonic mean breeding population sizes (NBAR) were 94 G. scandens and 197 G. fortis. Effective population sizes (N(e)) were much lower, principally as a result of a large variance in the production of recruits per parent, especially by G. fortis. Average effective sizes were 38 G. scandens and 60 G. fortis by one method of calculation, and slightly larger by another. The proportional rate of loss of selectively neutral heterozygosity or additive genetic variance in quantitative traits potentially caused by random genetic drift (1/2N(e)) in these populations is approximately 0.003-0.005, or 0.3-0.5%/yr, and between 0.8 and 1.4% per generation. We suggest that a general estimate for the effective size of terrestrial bird populations is about one-quarter of average breeding numbers. These results are discussed in relation to the long-term viability of the populations and the maintenance of genetic variation. The demographic features that enable the finch species to persist in the face of extreme environmental stochasticity are a high maximum life-span, a generally high adult survival under the stressful conditions of drought, a flexible period of maturity, and a high reproductive rate. Despite their relatively small effective population sizes and the likelihood of genetic impoverishment through random drift they remain genetically variable through gene flow, principally hybridization. This study highlights fluctuating (unstable) age structures as a methodological constraint on some of the theoretical calculations. An expanded demographic and population-genetic theory is needed to overcome this constraint.",67,1992,73,3,766,784,10.2307/1940156,,,
"HENLEY, WJ; LINDLEY, ST; LEVAVASSEUR, G; OSMOND, CB; RAMUS, J",PHOTOSYNTHETIC RESPONSE OF ULVA-ROTUNDATA TO LIGHT AND TEMPERATURE DURING EMERSION ON AN INTERTIDAL SAND FLAT,OECOLOGIA,Article,CHLOROPHYLL FLUORESCENCE; PHOTOINHIBITION; PHOTOSYNTHESIS; TEMPERATURE STRESS; ULVA,"We have investigated the diurnal response of photosynthesis and variable photosystem II (PSII) chlorophyll fluorescence at 77 K for thalli of the chlorophyte macroalga, Ulva rotundata, grown in outdoor culture and transplanted to an intertidal sand flat in different seasons. The physiological response in summer indicated synergistic effects of high PFD and aerial exposure, the latter probably attributable to temperature, which usually increased by 8 to 10-degrees-C during midday emersion. Except at extreme emersed temperatures in summer (38-degrees-C), the light-saturated photosynthesis rate (P(m)) did not decline at midday. In contrast, light-limited quantum yield of photosynthetic O2 exchange (phi) and the ratio of variable to maximum fluorescence yield (F(v)/F(m)) reversibly declined during midday low tides in all seasons. Shade-grown thalli exhibited a fluorescence response suggestive of greater photodamage to PSII, whereas sun-grown thalli had greater photo-protective capacity. The fluorescence decline was smaller when high tide occurred at midday, and was delayed during morning cloudiness. These results suggest that the diurnal response to PFD in this shallow water species is modified by tidal and meteorological factors. U. rotundata has a great capacity for photoprotection which allows it to tolerate and even thrive in the harsh intertidal environment.",58,1992,89,4,516,523,,,,
